Andrea, 14
2013-06-05T18:00:00, 25.1, -86.6, TS
2013-06-06T00:00:00, 25.6, -86.5, TS
2013-06-06T06:00:00, 26.7, -86.1, TS
2013-06-06T12:00:00, 27.8, -84.9, TS
2013-06-06T18:00:00, 28.9, -83.9, TS
2013-06-06T22:00:00, 29.5, -83.4, TS
2013-06-07T00:00:00, 29.8, -83.0, TS
2013-06-07T06:00:00, 31.6, -81.4, TS
2013-06-07T12:00:00, 33.5, -80.2, TS
2013-06-07T18:00:00, 35.2, -78.6, EX
2013-06-08T00:00:00, 37.4, -76.2, EX
2013-06-08T06:00:00, 39.9, -73.6, EX
2013-06-08T12:00:00, 42.4, -70.4, EX
2013-06-08T18:00:00, 44.5, -67.0, EX
Barry, 23
2013-06-16T00:00:00, 12.4, -81.5, LO
2013-06-16T06:00:00, 13.4, -82.0, LO
2013-06-16T12:00:00, 14.2, -82.8, LO
2013-06-16T18:00:00, 14.8, -83.8, LO
2013-06-17T00:00:00, 15.3, -84.8, LO
2013-06-17T06:00:00, 15.6, -85.9, LO
2013-06-17T12:00:00, 16.0, -87.0, TD
2013-06-17T18:00:00, 16.3, -87.9, TD
2013-06-17T22:00:00, 16.5, -88.4, TD
2013-06-18T00:00:00, 16.6, -88.6, TD
2013-06-18T06:00:00, 17.0, -89.3, TD
2013-06-18T12:00:00, 17.6, -90.3, TD
2013-06-18T18:00:00, 18.2, -91.3, TD
2013-06-19T00:00:00, 18.8, -92.2, TD
2013-06-19T06:00:00, 19.2, -93.1, TD
2013-06-19T12:00:00, 19.5, -94.0, TS
2013-06-19T18:00:00, 19.6, -94.8, TS
2013-06-20T00:00:00, 19.6, -95.4, TS
2013-06-20T06:00:00, 19.6, -95.9, TS
2013-06-20T11:15:00, 19.6, -96.4, TS
2013-06-20T12:00:00, 19.6, -96.5, TS
2013-06-20T18:00:00, 19.6, -97.0, TD
2013-06-21T00:00:00, 19.6, -97.5, LO
Chantal, 13
2013-07-07T12:00:00, 9.3, -41.4, TS
2013-07-07T18:00:00, 9.5, -43.8, TS
2013-07-08T00:00:00, 9.8, -46.1, TS
2013-07-08T06:00:00, 10.1, -48.4, TS
2013-07-08T12:00:00, 10.7, -50.6, TS
2013-07-08T18:00:00, 11.4, -52.9, TS
2013-07-09T00:00:00, 12.1, -55.2, TS
2013-07-09T06:00:00, 13.0, -57.7, TS
2013-07-09T12:00:00, 13.9, -60.3, TS
2013-07-09T18:00:00, 14.8, -62.9, TS
2013-07-10T00:00:00, 15.6, -65.6, TS
2013-07-10T06:00:00, 16.2, -68.4, TS
2013-07-10T12:00:00, 16.7, -71.2, TS
Dorian, 51
2013-07-22T18:00:00, 11.3, -20.0, LO
2013-07-23T00:00:00, 11.5, -20.9, LO
2013-07-23T06:00:00, 11.7, -21.8, LO
2013-07-23T12:00:00, 12.0, -22.8, LO
2013-07-23T18:00:00, 12.4, -23.9, TD
2013-07-24T00:00:00, 13.0, -25.4, TD
2013-07-24T06:00:00, 13.5, -27.1, TS
2013-07-24T12:00:00, 13.9, -29.0, TS
2013-07-24T18:00:00, 14.4, -30.8, TS
2013-07-25T00:00:00, 14.9, -32.4, TS
2013-07-25T06:00:00, 15.3, -33.9, TS
2013-07-25T12:00:00, 15.7, -35.5, TS
2013-07-25T18:00:00, 16.0, -37.1, TS
2013-07-26T00:00:00, 16.4, -38.7, TS
2013-07-26T06:00:00, 16.9, -40.7, TS
2013-07-26T12:00:00, 17.3, -42.8, TS
2013-07-26T18:00:00, 17.6, -45.0, TS
2013-07-27T00:00:00, 17.8, -47.1, TS
2013-07-27T06:00:00, 18.0, -49.2, TS
2013-07-27T12:00:00, 18.3, -51.1, TS
2013-07-27T18:00:00, 18.6, -53.0, DB
2013-07-28T00:00:00, 19.0, -54.9, DB
2013-07-28T06:00:00, 19.4, -56.8, DB
2013-07-28T12:00:00, 19.8, -58.6, DB
2013-07-28T18:00:00, 20.1, -60.3, DB
2013-07-29T00:00:00, 20.4, -62.0, DB
2013-07-29T06:00:00, 20.6, -63.7, DB
2013-07-29T12:00:00, 20.8, -65.3, DB
2013-07-29T18:00:00, 21.0, -66.9, DB
2013-07-30T00:00:00, 21.3, -68.5, DB
2013-07-30T06:00:00, 21.5, -69.8, DB
2013-07-30T12:00:00, 21.7, -71.0, DB
2013-07-30T18:00:00, 21.9, -72.2, DB
2013-07-31T00:00:00, 22.1, -73.3, DB
2013-07-31T06:00:00, 22.4, -74.4, DB
2013-07-31T12:00:00, 22.6, -75.3, DB
2013-07-31T18:00:00, 22.8, -75.9, DB
2013-08-01T00:00:00, 23.0, -76.5, DB
2013-08-01T06:00:00, 23.3, -77.0, DB
2013-08-01T12:00:00, 23.7, -77.7, DB
2013-08-01T18:00:00, 24.2, -78.4, DB
2013-08-02T00:00:00, 24.9, -79.0, DB
2013-08-02T06:00:00, 25.7, -79.3, DB
2013-08-02T12:00:00, 26.5, -79.4, DB
2013-08-02T18:00:00, 27.4, -79.4, TD
2013-08-03T00:00:00, 28.4, -79.3, TD
2013-08-03T06:00:00, 29.4, -79.1, TD
2013-08-03T12:00:00, 30.3, -78.8, TD
2013-08-03T18:00:00, 31.1, -78.1, LO
2013-08-04T00:00:00, 31.8, -77.2, LO
2013-08-04T06:00:00, 32.4, -75.6, LO
Erin, 20
2013-08-15T00:00:00, 13.9, -23.3, TD
2013-08-15T06:00:00, 14.1, -24.6, TS
2013-08-15T12:00:00, 14.3, -25.9, TS
2013-08-15T18:00:00, 14.7, -27.2, TS
2013-08-16T00:00:00, 15.3, -28.6, TS
2013-08-16T06:00:00, 15.9, -30.0, TS
2013-08-16T12:00:00, 16.5, -31.4, TS
2013-08-16T18:00:00, 17.3, -32.7, TS
2013-08-17T00:00:00, 18.0, -33.8, TS
2013-08-17T06:00:00, 18.8, -34.7, TS
2013-08-17T12:00:00, 19.6, -35.5, TS
2013-08-17T18:00:00, 20.3, -36.2, TS
2013-08-18T00:00:00, 20.6, -37.2, TS
2013-08-18T06:00:00, 20.6, -38.0, LO
2013-08-18T12:00:00, 20.5, -38.8, LO
2013-08-18T18:00:00, 20.4, -39.6, LO
2013-08-19T00:00:00, 20.3, -40.4, LO
2013-08-19T06:00:00, 20.2, -41.2, LO
2013-08-19T12:00:00, 20.1, -42.0, LO
2013-08-19T18:00:00, 20.0, -42.8, LO
Fernand, 7
2013-08-25T12:00:00, 18.7, -94.2, TD
2013-08-25T18:00:00, 18.9, -95.1, TS
2013-08-26T00:00:00, 19.2, -95.9, TS
2013-08-26T04:45:00, 19.5, -96.3, TS
2013-08-26T06:00:00, 19.7, -96.6, TS
2013-08-26T12:00:00, 20.1, -97.3, TD
2013-08-26T18:00:00, 20.5, -98.2, LO
Gabrielle, 36
2013-09-04T18:00:00, 16.2, -65.9, TD
2013-09-05T00:00:00, 16.7, -66.3, TD
2013-09-05T06:00:00, 17.1, -67.0, TD
2013-09-05T12:00:00, 17.4, -67.7, TD
2013-09-05T18:00:00, 17.9, -68.4, DB
2013-09-06T00:00:00, 18.8, -68.4, DB
2013-09-06T06:00:00, 19.5, -68.5, DB
2013-09-06T12:00:00, 20.0, -68.6, DB
2013-09-06T18:00:00, 20.4, -68.7, DB
2013-09-07T00:00:00, 21.2, -68.7, DB
2013-09-07T06:00:00, 22.0, -68.8, DB
2013-09-07T12:00:00, 22.8, -69.2, DB
2013-09-07T18:00:00, 23.6, -69.2, DB
2013-09-08T00:00:00, 24.4, -69.1, DB
2013-09-08T06:00:00, 24.7, -68.9, DB
2013-09-08T12:00:00, 24.8, -68.8, DB
2013-09-08T18:00:00, 24.9, -68.7, DB
2013-09-09T00:00:00, 25.1, -68.2, DB
2013-09-09T06:00:00, 25.4, -67.8, DB
2013-09-09T12:00:00, 25.9, -66.9, LO
