Alberto, 20
2012-05-19T00:00:00, 33.1, -77.0, LO
2012-05-19T06:00:00, 32.8, -77.1, TD
2012-05-19T12:00:00, 32.5, -77.3, TS
2012-05-19T18:00:00, 32.3, -77.6, TS
2012-05-20T00:00:00, 32.1, -78.1, TS
2012-05-20T06:00:00, 31.9, -78.7, TS
2012-05-20T12:00:00, 31.5, -79.5, TS
2012-05-20T18:00:00, 31.1, -79.9, TS
2012-05-21T00:00:00, 30.7, -80.1, TS
2012-05-21T06:00:00, 30.4, -79.8, TS
2012-05-21T12:00:00, 30.4, -79.1, TS
2012-05-21T18:00:00, 30.5, -78.3, TS
2012-05-22T00:00:00, 30.7, -77.1, TS
2012-05-22T06:00:00, 31.5, -76.1, TS
2012-05-22T12:00:00, 32.5, -74.7, LO
2012-05-22T18:00:00, 33.4, -73.4, LO
2012-05-23T00:00:00, 34.1, -71.9, LO
2012-05-23T06:00:00, 34.9, -70.1, LO
2012-05-23T12:00:00, 35.5, -67.9, LO
2012-05-23T18:00:00, 35.9, -66.0, LO
Beryl, 33
2012-05-25T12:00:00, 30.1, -76.1, LO
2012-05-25T18:00:00, 31.1, -75.1, LO
2012-05-26T00:00:00, 32.3, -75.0, SS
2012-05-26T06:00:00, 32.4, -75.3, SS
2012-05-26T12:00:00, 32.0, -75.9, SS
2012-05-26T18:00:00, 31.5, -76.2, SS
2012-05-27T00:00:00, 31.1, -77.0, SS
2012-05-27T06:00:00, 30.7, -78.0, SS
2012-05-27T12:00:00, 30.3, -78.9, SS
2012-05-27T18:00:00, 30.1, -79.8, TS
2012-05-27T23:00:00, 30.1, -80.5, TS
2012-05-28T00:00:00, 30.1, -80.7, TS
2012-05-28T04:10:00, 30.2, -81.4, TS
2012-05-28T06:00:00, 30.2, -81.7, TS
2012-05-28T12:00:00, 30.4, -82.5, TD
2012-05-28T18:00:00, 30.5, -83.0, TD
2012-05-29T00:00:00, 30.6, -83.2, TD
2012-05-29T06:00:00, 30.8, -83.4, TD
2012-05-29T12:00:00, 31.3, -83.0, TD
2012-05-29T18:00:00, 31.7, -82.7, TD
2012-05-30T00:00:00, 32.0, -81.8, TD
2012-05-30T06:00:00, 32.6, -80.6, TS
2012-05-30T12:00:00, 33.7, -78.9, TS
2012-05-30T18:00:00, 34.5, -77.1, LO
2012-05-31T00:00:00, 35.4, -75.1, LO
2012-05-31T06:00:00, 36.3, -72.9, LO
2012-05-31T12:00:00, 37.1, -70.4, LO
2012-05-31T18:00:00, 37.8, -67.6, LO
2012-06-01T00:00:00, 38.7, -65.0, EX
2012-06-01T06:00:00, 39.4, -62.4, EX
2012-06-01T12:00:00, 39.4, -59.8, EX
2012-06-01T18:00:00, 38.5, -57.5, EX
2012-06-02T00:00:00, 38.1, -53.2, EX
Chris, 31
2012-06-17T00:00:00, 28.8, -68.8, LO
2012-06-17T06:00:00, 29.3, -66.9, LO
2012-06-17T12:00:00, 30.4, -65.4, LO
2012-06-17T18:00:00, 31.8, -64.2, LO
2012-06-18T00:00:00, 33.4, -63.5, LO
2012-06-18T06:00:00, 35.1, -62.8, LO
2012-06-18T12:00:00, 36.7, -62.0, LO
2012-06-18T18:00:00, 38.0, -61.3, SS
2012-06-19T00:00:00, 38.6, -60.4, SS
2012-06-19T06:00:00, 39.1, -59.6, SS
2012-06-19T12:00:00, 39.4, -58.7, TS
2012-06-19T18:00:00, 39.5, -58.0, TS
2012-06-20T00:00:00, 38.9, -56.7, TS
2012-06-20T06:00:00, 38.3, -54.7, TS
2012-06-20T12:00:00, 38.1, -52.5, TS
2012-06-20T18:00:00, 38.2, -50.2, TS
2012-06-21T00:00:00, 38.6, -47.5, TS
2012-06-21T06:00:00, 39.5, -45.5, HU
2012-06-21T12:00:00, 40.5, -43.9, HU
2012-06-21T18:00:00, 41.9, -42.9, HU
2012-06-22T00:00:00, 43.3, -42.8, TS
2012-06-22T06:00:00, 44.5, -43.9, TS
2012-06-22T12:00:00, 44.8, -45.8, EX
2012-06-22T18:00:00, 44.2, -47.8, EX
2012-06-23T00:00:00, 42.6, -48.4, EX
2012-06-23T06:00:00, 40.9, -47.4, EX
2012-06-23T12:00:00, 40.0, -45.0, EX
2012-06-23T18:00:00, 40.5, -42.5, EX
2012-06-24T00:00:00, 41.4, -40.2, EX
2012-06-24T06:00:00, 42.9, -38.5, EX
2012-06-24T12:00:00, 43.7, -38.2, EX
Debby, 18
2012-06-23T12:00:00, 25.5, -87.6, TS
2012-06-23T18:00:00, 26.0, -87.5, TS
2012-06-24T00:00:00, 26.5, -87.4, TS
2012-06-24T06:00:00, 27.0, -87.2, TS
2012-06-24T12:00:00, 27.6, -86.8, TS
2012-06-24T18:00:00, 28.0, -86.3, TS
2012-06-25T00:00:00, 28.3, -86.0, TS
2012-06-25T06:00:00, 28.6, -85.8, TS
2012-06-25T12:00:00, 28.8, -85.6, TS
